Master Plan Ref.,Area,Branch,Order Ref.,BP Order ID,Customer,Project,Order QTY,Delivered QTY,Structural Element,Operator,Plant ID,Batch Report ID,DN ID,QTY,Driver ID,TM ID,Loading Date,Loading Time,Mix Design,Mix Code,Slump,Concrete Temperature,Water/Cement Ratio,Main Placement Method,Additional Placement Equipement,Pumping Equipment,MP ID,Approval Remarks,DN Type,DN Status
3,0,0,69,-0.29374242479033463,0.43154402823617644,-0.6070334389089448,-1.0009759049018199,-0.7781674620664321,3,1,0,1.0139251243542198,199,-0.37056665370627667,53,9,2,621,67,12,5,0.06180970272154841,-0.07612518493594612,1,0,0,12,7,0,3
3,0,0,69,-0.29374242479033463,0.43154402823617644,-0.6070334389089448,-1.0009759049018199,-0.7383508070370112,3,2,1,-0.9866163950466958,681,-0.37056665370627667,5,4,2,672,67,12,5,0.06180970272154841,-0.07612518493594612,1,0,0,12,7,0,3
3,0,0,79,-0.08436107125374599,0.4315440282360832,-0.6070334383377637,-1.029520982848561,-0.7831445439451097,1,1,0,1.0140450182181038,214,-0.9214373086501196,0,28,2,926,68,14,8,0.06180970272154841,-0.6024907728812023,2,3,2,13,7,0,3
2,0,0,32,-1.0931985019300368,0.431544028237202,-0.6070334097787076,-1.0009759049018199,-0.753282052673044,14,2,1,-0.9869610899053622,638,-2.0231786185378056,15,20,1,641,13,43,5,0.06180970272154841,1.2397887849271956,2,3,2,13,7,0,3
2,0,0,32,-1.0931985019300368,0.431544028237202,-0.6070334097787076,-1.0009759049018199,-0.7781674620664321,14,2,1,-0.987230851099101,605,-0.37056665370627667,16,24,1,389,13,43,5,0.06180970272154841,1.2397887849271956,2,3,2,13,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.7731903801877544,1,2,1,-0.9878078403190426,537,0.1803040012375663,40,0,0,496,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.6388091694634589,1,2,1,-0.9877703734865788,542,1.282045311125252,22,14,0,541,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.39990923928693345,1,2,1,-0.9877179199211296,549,0.7311746561814092,56,2,0,596,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.36009258425751256,1,2,1,-0.9877104265546368,550,-0.37056665370627667,36,28,0,609,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.598992514434038,1,2,1,-0.9877628801200861,543,-0.37056665370627667,50,11,0,550,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.3202759292280916,1,1,0,1.0126962122494094,49,-0.37056665370627667,25,18,0,619,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.6935570701289127,1,2,1,-0.9877778668530716,541,-0.37056665370627667,13,21,0,526,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.225711373533217,1,2,1,-0.9876504796226948,557,0.1803040012375663,58,34,0,657,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.4496800580737096,1,2,1,-0.9877254132876223,548,1.282045311125252,11,12,0,583,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.2705051104413155,1,2,1,-0.9876579729891876,556,0.7311746561814092,16,24,0,652,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.5044279587391634,1,2,1,-0.9877329066541151,547,0.1803040012375663,40,0,0,575,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.7333737251583335,1,2,1,-0.9877853602195643,540,-0.37056665370627667,19,16,0,515,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
1,0,0,10,-1.5309958775065404,0.43154402823850724,-0.6070334103498887,-0.6394049175764337,-0.5492216956472619,1,2,1,-0.9877478933871006,545,0.7311746561814092,44,7,0,563,12,53,5,0.06180970272154841,2.292519960817708,1,0,0,3,7,0,3
3,0,0,63,-0.44601977281694455,0.431544028237202,-0.6070334097787076,-1.039036008830808,-0.8030528714598202,14,1,0,1.0137153100924228,172,-3.1249199284254914,25,1,2,475,34,44,5,0.06180970272154841,-0.3393079789085739,2,3,2,13,5,0,3
4,0,0,101,0.3724709728260838,0.4315440282360832,-0.6070334383377637,-1.0231776321937296,-0.7731903801877544,9,1,0,1.0151165696265665,351,0.1803040012375663,32,30,3,901,4,13,8,0.06180970272154841,1.8977457698587652,1,0,0,8,7,0,3
2,0,0,55,-0.6173317893468807,0.4315440282358967,-0.6070334423360315,-1.048551034813055,-0.8130070352171754,8,1,0,1.0133181616683073,125,-4.226661238313177,34,1,1,988,75,64,9,0.06180970272154841,1.3713801819135099,1,1,0,2,5,0,3
1,0,0,4,-1.6452038885264977,0.431544028237808,-0.6070334189176055,-0.9280273723712595,-0.688579988250235,14,1,0,1.0126362653174674,41,-1.4723079635939627,23,13,0,519,46,32,5,0.06180970272154841,-0.8656735668538308,1,0,0,6,9,0,3
1,0,0,4,-1.6452038885264977,0.431544028237808,-0.6070334189176055,-0.9280273723712595,-0.6437862513421365,14,2,1,-0.9876429862562021,558,0.1803040012375663,22,14,0,658,46,32,5,0.06180970272154841,-0.8656735668538308,1,0,0,6,9,0,3
1,0,0,4,-1.6452038885264977,0.431544028237808,-0.6070334189176055,-0.9280273723712595,-0.7682132983090768,14,1,0,1.012591305118511,34,0.7311746561814092,56,2,0,447,46,32,5,0.06180970272154841,-0.8656735668538308,1,0,0,6,9,0,3
1,0,0,4,-1.6452038885264977,0.431544028237808,-0.6070334189176055,-0.9280273723712595,-0.7184424795223007,14,2,1,-0.9878153336855353,536,0.7311746561814092,26,26,0,482,46,32,5,0.06180970272154841,-0.8656735668538308,1,0,0,6,9,0,3
5,0,0,140,1.1909617184691121,0.4315440282360832,-0.6070334383377637,-1.0422076841582235,-0.8030528714598202,16,0,1,-0.9844807855962632,953,-3.1249199284254914,20,18,4,918,68,14,8,0.06180970272154841,-0.6024907728812023,2,3,2,13,7,0,3
5,0,0,129,0.943511027925871,0.431544028237202,-0.6070334097787076,-0.9882892035921572,-0.7682132983090768,16,2,1,-0.9848779340203787,908,0.7311746561814092,29,25,4,663,34,44,5,0.06180970272154841,-0.3393079789085739,1,0,0,0,7,0,3
2,0,0,41,-0.9028518168967744,0.4315440282369223,-0.6070334297700468,-0.9534007749905848,-0.6836029063715574,14,2,1,-0.986968583271855,637,0.7311746561814092,35,30,1,638,29,41,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,5,0,3
2,0,0,41,-0.9028518168967744,0.4315440282369223,-0.6070334297700468,-0.9534007749905848,-0.7682132983090768,14,2,1,-0.9870734904027534,623,0.7311746561814092,53,9,1,554,29,41,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,5,0,3
2,0,0,41,-0.9028518168967744,0.4315440282369223,-0.6070334297700468,-0.9534007749905848,-0.7333737251583335,14,2,1,-0.9870360235702896,628,-0.9214373086501196,58,34,1,590,29,41,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,5,0,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.46958838558842003,10,1,0,1.0149667022967115,331,-0.37056665370627667,6,23,3,723,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,0,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.7682132983090768,10,1,0,1.0149067553647695,325,0.7311746561814092,41,24,3,679,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,0,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.663694578856847,10,0,1,-0.9857396711670445,796,0.7311746561814092,8,7,3,701,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,0,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.33023009298544687,10,2,1,-0.9856272706696534,809,0.7311746561814092,8,7,3,778,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,0,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.3103217654707364,10,2,1,-0.9855972972036824,812,-2.5740492734816485,38,26,3,785,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,0,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.7134653976436232,10,1,0,1.014921742097755,327,1.282045311125252,55,14,3,693,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,0,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.509405040617841,10,1,0,1.0149442221972331,329,0.7311746561814092,52,11,3,706,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,0,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.6139237600700709,10,1,0,1.0149292354642476,328,0.7311746561814092,38,26,3,700,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,0,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.5591758594046171,10,0,1,-0.9857321778005518,797,1.282045311125252,62,12,3,708,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,0,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.42977173055899914,10,0,1,-0.9856722308686099,805,-0.37056665370627667,4,4,3,763,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,2,3
4,0,0,95,0.25826296180612635,0.4315440282379012,-0.6070334177752433,-0.712353450106994,-0.380000911772223,10,0,1,-0.9856497507691316,807,0.7311746561814092,45,6,3,773,58,70,5,0.06180970272154841,0.976605990954567,1,0,0,8,7,2,3
1,0,0,15,-1.4358225349899092,0.4315440282372486,1.6473557455456482,-0.8265337618939581,-0.688579988250235,14,2,1,-0.9875530658582892,568,0.7311746561814092,8,7,0,725,44,5,5,0.06180970272154841,-0.6024907728812023,1,0,0,8,8,0,3
1,0,0,15,-1.4358225349899092,0.4315440282372486,1.6473557455456482,-0.8265337618939581,-0.7383508070370112,14,2,1,-0.9876130127902312,560,-0.37056665370627667,6,23,0,670,44,5,5,0.06180970272154841,-0.6024907728812023,1,0,0,8,8,0,3
1,0,0,15,-1.4358225349899092,0.4315440282372486,1.6473557455456482,-0.8265337618939581,-0.7781674620664321,14,2,1,-0.9876654663556803,555,-0.37056665370627667,21,3,0,650,44,5,5,0.06180970272154841,-0.6024907728812023,1,0,0,8,8,0,3
1,0,0,15,-1.4358225349899092,0.4315440282372486,1.6473557455456482,-0.8265337618939581,-0.6487633332208141,14,2,1,-0.9875230923923182,572,-0.37056665370627667,5,4,0,762,44,5,5,0.06180970272154841,-0.6024907728812023,1,0,0,8,8,0,3
1,0,0,15,-1.4358225349899092,0.4315440282372486,1.6473557455456482,-0.8265337618939581,-0.6189008419487485,14,1,0,1.012771145914337,59,-1.4723079635939627,20,18,0,794,44,5,5,0.06180970272154841,-0.6024907728812023,1,0,0,8,8,0,3
1,0,0,15,-1.4358225349899092,0.4315440282372486,1.6473557455456482,-0.8265337618939581,-0.5940154325553604,14,1,0,1.0128310928462787,67,-2.0231786185378056,8,7,0,832,44,5,5,0.06180970272154841,-0.6024907728812023,1,0,0,8,8,0,3
5,0,0,118,0.7341296743892823,0.4315440282392997,1.647355715273049,-1.0326926581759766,-0.7930987077024649,14,2,1,-0.9851102283816539,877,-2.0231786185378056,17,33,4,429,1,49,5,0.06180970272154841,3.608433930680849,1,0,0,9,5,0,3
2,0,0,30,-1.1312678389366893,0.4315440282379012,-0.6070334177752433,-0.9946325542469885,-0.7283966432796559,12,2,1,-0.9872233577326083,606,0.7311746561814092,15,20,1,394,64,77,5,0.06180970272154841,0.45024040300931084,1,0,0,8,7,0,3
2,0,0,30,-1.1312678389366893,0.4315440282379012,-0.6070334177752433,-0.9946325542469885,-0.7781674620664321,12,0,1,-0.9872758112980575,599,-0.37056665370627667,19,16,1,287,64,77,5,0.06180970272154841,0.45024040300931084,1,0,0,8,7,0,3
4,0,0,93,0.22019362479947388,0.4315440282379012,-0.6070334177752433,-0.8867955931148558,-0.6985341520075903,3,1,0,1.0149891823961896,334,0.7311746561814092,18,32,3,755,63,76,5,0.06180970272154841,0.45024040300931084,1,0,0,6,7,0,3
4,0,0,93,0.22019362479947388,0.4315440282379012,-0.6070334177752433,-0.8867955931148558,-0.5790841869193275,3,2,1,-0.9856047905701751,811,-2.5740492734816485,12,17,3,783,63,76,5,0.06180970272154841,0.45024040300931084,1,0,0,6,7,0,3
4,0,0,93,0.22019362479947388,0.4315440282379012,-0.6070334177752433,-0.8867955931148558,-0.7781674620664321,3,0,1,-0.9857696446330155,792,-0.37056665370627667,61,31,3,677,63,76,5,0.06180970272154841,0.45024040300931084,1,0,0,6,7,0,3
4,0,0,93,0.22019362479947388,0.4315440282379012,-0.6070334177752433,-0.8867955931148558,-0.598992514434038,3,2,1,-0.9856347640361461,808,0.7311746561814092,41,24,3,776,63,76,5,0.06180970272154841,0.45024040300931084,1,0,0,6,7,0,3
4,0,0,93,0.22019362479947388,0.4315440282379012,-0.6070334177752433,-0.8867955931148558,-0.6487633332208141,3,0,1,-0.9856797242351026,804,0.7311746561814092,49,9,3,758,63,76,5,0.06180970272154841,0.45024040300931084,1,0,0,6,7,0,3
4,0,0,93,0.22019362479947388,0.4315440282379012,-0.6070334177752433,-0.8867955931148558,-0.7483049707943664,3,0,1,-0.985724684434059,798,-1.4723079635939627,34,1,3,710,63,76,5,0.06180970272154841,0.45024040300931084,1,0,0,6,7,0,3
4,0,0,84,0.010812271262885217,0.4315440282379012,-0.6070334177752433,-0.9882892035921572,-0.7184424795223007,1,1,0,1.0145545671396103,281,0.7311746561814092,15,20,3,412,70,81,5,0.06180970272154841,-0.20771658192226036,1,0,0,6,7,0,3
4,0,0,84,0.010812271262885217,0.4315440282379012,-0.6070334177752433,-0.9882892035921572,-0.7682132983090768,1,1,0,1.0144646467416976,268,0.7311746561814092,33,32,3,326,70,81,5,0.06180970272154841,-0.20771658192226036,1,0,0,6,7,0,3
1,0,0,19,-1.3596838609766042,0.431544028237202,-0.6070334097787076,-1.0136626062114826,-0.7831445439451097,14,2,1,-0.9875455724917964,569,-0.9214373086501196,38,26,0,730,13,43,5,0.06180970272154841,1.2397887849271956,2,3,2,13,9,0,3
2,0,0,33,-1.0741638334267105,0.4315440282369223,-0.6070334297700468,-0.7662719306730604,-0.688579988250235,14,2,1,-0.9871034638687244,621,-0.37056665370627667,50,11,1,490,62,42,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,7,0,3
2,0,0,33,-1.0741638334267105,0.4315440282369223,-0.6070334297700468,-0.7662719306730604,-0.5392675318899066,14,2,1,-0.9868711695074492,650,0.7311746561814092,62,12,1,734,62,42,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,7,0,3
2,0,0,33,-1.0741638334267105,0.4315440282369223,-0.6070334297700468,-0.7662719306730604,-0.7283966432796559,14,2,1,-0.9871709041671591,612,-0.37056665370627667,13,21,1,443,62,42,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,7,0,3
2,0,0,33,-1.0741638334267105,0.4315440282369223,-0.6070334297700468,-0.7662719306730604,-0.38995507552957825,14,2,1,-0.9867512756435654,666,0.7311746561814092,8,7,1,820,62,42,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,7,0,3
2,0,0,33,-1.0741638334267105,0.4315440282369223,-0.6070334297700468,-0.7662719306730604,-0.43972589431635434,14,2,1,-0.986788742476029,661,0.7311746561814092,3,27,1,795,62,42,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,7,0,3
2,0,0,33,-1.0741638334267105,0.4315440282369223,-0.6070334297700468,-0.7662719306730604,-0.7682132983090768,14,2,1,-0.9872158643661155,607,0.7311746561814092,56,2,1,400,62,42,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,7,0,3
2,0,0,33,-1.0741638334267105,0.4315440282369223,-0.6070334297700468,-0.7662719306730604,-0.5890383506766828,14,2,1,-0.9868861562404347,648,0.7311746561814092,41,24,1,713,62,42,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,7,0,3
2,0,0,33,-1.0741638334267105,0.4315440282369223,-0.6070334297700468,-0.7662719306730604,-0.4894967131031305,14,2,1,-0.986818715942,657,0.7311746561814092,55,14,1,759,62,42,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,7,0,3
2,0,0,33,-1.0741638334267105,0.4315440282369223,-0.6070334297700468,-0.7662719306730604,-0.6388091694634589,14,2,1,-0.9869311164393912,642,0.7311746561814092,14,33,1,662,62,42,3,0.06180970272154841,-0.3393079789085739,1,0,0,0,7,0,3
2,0,0,34,-1.0551291649233843,-2.3172606607146227,1.6473557478303729,-0.8614221904955305,-0.7035112338862679,14,2,1,-0.9871559174341736,614,-0.9214373086501196,27,5,1,456,2,7,5,0.06180970272154841,3.345251136708222,1,0,0,3,7,0,3
2,0,0,34,-1.0551291649233843,-2.3172606607146227,1.6473557478303729,-0.8614221904955305,-0.7383508070370112,14,2,1,-0.9871634108006664,613,-0.37056665370627667,23,13,1,449,2,7,5,0.06180970272154841,3.345251136708222,1,0,0,3,7,0,3
2,0,0,34,-1.0551291649233843,-2.3172606607146227,1.6473557478303729,-0.8614221904955305,-0.5940154325553604,14,2,1,-0.9871109572352171,620,-2.5740492734816485,44,7,1,481,2,7,5,0.06180970272154841,3.345251136708222,1,0,0,3,7,0,3
2,0,0,34,-1.0551291649233843,-2.3172606607146227,1.6473557478303729,-0.8614221904955305,-0.6139237600700709,14,2,1,-0.9871334373346954,617,0.7311746561814092,10,6,1,471,2,7,5,0.06180970272154841,3.345251136708222,1,0,0,3,7,0,3
2,0,0,34,-1.0551291649233843,-2.3172606607146227,1.6473557478303729,-0.8614221904955305,-0.7781674620664321,14,2,1,-0.9871783975336519,611,-0.37056665370627667,48,31,1,437,2,7,5,0.06180970272154841,3.345251136708222,1,0,0,3,7,0,3
2,0,0,34,-1.0551291649233843,-2.3172606607146227,1.6473557478303729,-0.8614221904955305,-0.663694578856847,14,2,1,-0.9871409307011881,616,-0.37056665370627667,36,28,1,465,2,7,5,0.06180970272154841,3.345251136708222,1,0,0,3,7,0,3
5,0,0,119,0.7531643428926086,0.4315440282379012,-0.6070334177752433,-0.8614221904955305,-0.6786258244928798,9,2,1,-0.9850727615491902,882,0.7311746561814092,26,26,4,492,53,16,5,0.06180970272154841,1.8977457698587652,1,0,0,12,7,0,3
5,0,0,119,0.7531643428926086,0.4315440282379012,-0.6070334177752433,-0.8614221904955305,-0.6288550057061036,9,2,1,-0.985020307983741,889,0.7311746561814092,57,29,4,547,53,16,5,0.06180970272154841,1.8977457698587652,1,0,0,12,7,0,3
5,0,0,119,0.7531643428926086,0.4315440282379012,-0.6070334177752433,-0.8614221904955305,-0.7283966432796559,9,2,1,-0.9850877482821756,880,-0.37056665370627667,13,21,4,477,53,16,5,0.06180970272154841,1.8977457698587652,1,0,0,12,7,0,3
5,0,0,119,0.7531643428926086,0.4315440282379012,-0.6070334177752433,-0.8614221904955305,-0.7682132983090768,9,2,1,-0.9851027350151611,878,0.7311746561814092,33,32,4,450,53,16,5,0.06180970272154841,1.8977457698587652,1,0,0,12,7,0,3
5,0,0,119,0.7531643428926086,0.4315440282379012,-0.6070334177752433,-0.8614221904955305,-0.5790841869193275,9,2,1,-0.9850053212507555,891,0.7311746561814092,43,27,4,558,53,16,5,0.06180970272154841,1.8977457698587652,1,0,0,12,7,0,3
2,0,0,39,-0.9409211539034269,0.4315440282379012,-0.6070334177752433,-0.9026539697519341,-0.598992514434038,14,2,1,-0.9870809837692461,622,-2.5740492734816485,51,35,1,536,66,79,5,0.06180970272154841,-0.20771658192226036,1,0,0,11,0,0,3
2,0,0,39,-0.9409211539034269,0.4315440282379012,-0.6070334177752433,-0.9026539697519341,-0.5890383506766828,14,2,1,-0.9870135434708114,631,-3.6757905833693343,36,28,1,604,66,79,5,0.06180970272154841,-0.20771658192226036,1,0,0,11,0,0,3
1,0,0,27,-1.188371844446668,0.4315440282358967,-0.6070334423360315,-0.7979886839472171,-0.6338320875847813,10,1,0,1.0131533076054668,110,-0.37056665370627667,24,35,1,129,50,62,9,0.06180970272154841,-1.1288563608264586,1,1,0,2,7,0,3
1,0,0,27,-1.188371844446668,0.4315440282358967,-0.6070334423360315,-0.7979886839472171,-0.5790841869193275,10,0,1,-0.9874331719944052,579,1.282045311125252,55,14,1,141,50,62,9,0.06180970272154841,-1.1288563608264586,1,1,0,2,7,0,3
1,0,0,27,-1.188371844446668,0.4315440282358967,-0.6070334423360315,-0.7979886839472171,-0.5293133681325514,10,1,0,1.0131608009719597,111,0.7311746561814092,60,10,1,152,50,62,9,0.06180970272154841,-1.1288563608264586,1,1,0,2,7,0,3
1,0,0,27,-1.188371844446668,0.4315440282358967,-0.6070334423360315,-0.7979886839472171,-0.7781674620664321,10,1,0,1.0131083474065103,104,-0.37056665370627667,20,18,1,74,50,62,9,0.06180970272154841,-1.1288563608264586,1,1,0,2,7,0,3
1,0,0,27,-1.188371844446668,0.4315440282358967,-0.6070334423360315,-0.7979886839472171,-0.7283966432796559,10,0,1,-0.9874631454603762,575,0.7311746561814092,8,7,1,89,50,62,9,0.06180970272154841,-1.1288563608264586,1,1,0,2,7,0,3
1,0,0,27,-1.188371844446668,0.4315440282358967,-0.6070334423360315,-0.7979886839472171,-0.6736487426142022,10,1,0,1.0131308275059887,107,1.282045311125252,62,12,1,104,50,62,9,0.06180970272154841,-1.1288563608264586,1,1,0,2,7,0,3
3,0,0,77,-0.12243040826039847,0.4315440282379012,-0.6070334177752433,-0.9882892035921572,-0.7682132983090768,3,0,1,-0.9863915940519135,711,0.7311746561814092,52,11,2,902,65,78,5,0.06180970272154841,-0.20771658192226036,1,0,0,2,7,0,3
3,0,0,77,-0.12243040826039847,0.4315440282379012,-0.6070334177752433,-0.9882892035921572,-0.7184424795223007,3,0,1,-0.9863091670204933,722,0.7311746561814092,18,32,3,7,65,78,5,0.06180970272154841,-0.20771658192226036,1,0,0,2,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.14607806347437516,10,0,1,-0.9837089688475104,1050,-0.37056665370627667,0,28,6,1025,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.4795425493457753,10,1,0,1.0164204153963041,514,0.7311746561814092,60,10,6,975,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.7283966432796559,10,0,1,-0.9837689157794524,1044,0.7311746561814092,10,6,6,937,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.6338320875847813,10,0,1,-0.9837464356799741,1045,0.1803040012375663,49,34,6,950,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.5293133681325514,10,0,1,-0.9837389423134814,1046,1.282045311125252,62,12,6,958,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.42977173055899914,10,0,1,-0.9837314489469886,1047,0.7311746561814092,52,11,6,984,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.2356655372905722,10,0,1,-0.9837164622140031,1049,0.7311746561814092,8,7,6,1016,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.5840612687980051,10,1,0,1.016397935296826,513,0.7311746561814092,15,20,6,949,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.6786258244928798,10,1,0,1.0163904419303333,512,0.7311746561814092,3,27,6,944,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.28543635607734835,10,1,0,1.0164354021292896,516,0.7311746561814092,51,2,6,1014,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.3750238298935454,10,1,0,1.016427908762797,515,1.282045311125252,22,14,6,992,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.3352071748641245,10,0,1,-0.9837239555804959,1048,-0.37056665370627667,23,13,6,1008,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.7781674620664321,10,1,0,1.0163829485638405,511,-0.37056665370627667,5,4,6,932,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
7,0,0,163,1.6668284310522683,0.43154402823701554,-0.6070334223446923,-0.16682529379149913,-0.18589471850379607,10,1,0,1.0164428954957825,517,0.7311746561814092,29,25,6,1021,24,47,5,0.06180970272154841,0.3186490060229966,1,0,0,10,7,0,3
1,0,0,5,-1.6261692200231714,0.4315440282388336,-0.6070334063516208,-0.9407140736809222,-0.7781674620664321,3,2,1,-0.9878303204185208,535,-0.37056665370627667,25,18,0,454,55,39,6,0.06180970272154841,-0.07612518493594612,1,0,0,11,9,0,3
1,0,0,5,-1.6261692200231714,0.4315440282388336,-0.6070334063516208,-0.9407140736809222,-0.7383508070370112,3,2,1,-0.9877404000206078,546,-0.37056665370627667,1,19,0,570,55,39,6,0.06180970272154841,-0.07612518493594612,1,0,0,11,9,0,3
3,0,0,80,-0.06532640275041975,0.4315440282379012,-0.6070334177752433,-0.9438857490083379,-0.7283966432796559,16,1,0,1.014187392181466,231,0.7311746561814092,38,26,3,65,37,80,5,0.06180970272154841,-1.5236305517854012,1,0,0,9,7,0,3
